Data_Arpus
Pembantu Gubernur Wilayah Banyumas (Daftar Arsip)
Pembantu Gubernur Wilayah  Kedu (Daftar Arsip)
Pembantu Gubernur Wilayah Pati  (Daftar Arsip)
Pembantu Gubernur Wilayah Semarang (Daftar Arsip)
Pembantu Gubernur Wilayah Pekalongan (Daftar Arsip)
Pembantu Gubernur Wilayah Surakarta (Daftar Arsip)
Pemerintahan Mangkunegaran IV  (Inventaris Arsip) (Arsip Tersimpan di Rekso Pustaka Mangkunegaran Surakarta)
Pemerintahan Mangkunegaran V (Inventaris Arsip) (Arsip Tersimpan di Rekso Pustaka Mangkunegaran Surakarta)
Pemerintah Mangkunegaran VI (Inventaris Arsip) (Arsip Tersimpan di Rekso Pustaka Mangkunegaran Surakarta)
Pemerintah Mangkunegaran VII (Inventaris Arsip) (Arsip Tersimpan di Rekso Pustaka Mangkunegaran Surakarta)
Pemerintah Mangkunegaran VIII (Inventaris Arsip) (Arsip Tersimpan di Rekso Pustaka Mangkunegaran Surakarta)
Pengadilan Negeri Magelang (Inventaris Arsip)
Pengadilan Negeri Semarang (Inventaris Arsip)
Pimpinan Wilayah Gerakan Pemuda Ansor Jateng (Peneliti Wajib Minta Ijin Ke Pemimpin Wilayah Nahdatul Ulama Jateng) Hub. PWNU Jateng/GP Ansor Jateng Jl. Dr. Cipto Karang Tempel (Inventaris Arsip)
Pimpinan Wilayah Nahdlatul Ulama Jateng (Peneliti Wajib Minta Ijin Ke Pemimpin Wilayah Nahdatul Ulama Jateng) Hub. PWNU Jateng/GP Ansor Jateng Jl. Dr. Cipto Karang Tempel (Inventaris Arsip)
Perusahaan Otobus (PO) Eerste Salatigasche Transport Ondernaming (ESTO) Salatiga (Inventaris Arsip)
PKK Provinsi Jawa Tengah (Daftar Arsip)
Prestasi Jawa Tengah (Daftar Arsip)
Proyek Irigasi Kedu Selatan (Daftar Arsip)
Dinas Pekerjaan Umum Pengairan Serayu Bogowonto (Daftar Arsip)
PT Bank Jateng (Daftar Arsip)
Pusat Arsip Daerah Tk I Provinsi Jawa Tengah (Inventaris Arsip)
Pusat Rehabilitas Sosial Bina Grahita (PRSBG) Kartini Temanggung (Inventaris Arsip)
Rehabilitas Centrum Prof. Dr. Soeharso Surakarta (Inventaris Arsip)
Rumah Sakit Jiwa Daerah ( RSJD ) Surakarta (Inventaris Arsip)
Rumah Tahanan Kelas 1 Surakarta (Inventaris Arsip)
Rumah Tahanan Kelas IIB Wonosari - Yogyakarta (Inventaris Arsip) (Arsip Tersimpan di Lembaga Kearsipan Prov. DIY)
Satuan Polisi Pamong Praja (Satpol PP) Provinsi Jawa Tengah (Inventaris Arsip)
Satuan Polisi Pamong Praja (Satpol PP) Provinsi Jawa Tengah (Inventaris Arsip)
Sekretariat Badan Koordinasi Penyuluhan Provinsi Jawa Tengah  (Daftar Arsip)
Sekretariat Daerah Provinsi Jawa Tengah (Daftar Arsip)
Sekretariat Daerah Provinsi Jawa Tengah (Daftar Arsip)
Tweede Waterstaat Te Semarang (Buku 1) (Daftar Arsip)
Tweede Waterstaat Te Semarang (Buku 2) (Daftar Arsip)
Tweede Waterstaat Te Semarang (Buku 3) (Daftar Arsip)
Tweede Waterstaatsafdeeling (Daftar Arsip)
Universitas Negeri Semarang (Daftar Arsip)
Kantor Arsip Nasional Wilayah Provinsi Jawa Tengah (Inventaris Arsip)
Kanwil Departemen Pekerjaan Umum Propinsi Jawa Tengah (Buku 2) (Daftar Arsip)
DPU Pengairan Cabang Gung Kabupaten Tegal (Daftar Arsip)
DPU Bina Marga Pati Selatan (Daftar Arsip)
DPU Bina Marga Surakarta Selatan (Daftar Arsip)
BP-7 Kabupaten Dati II Semarang (Inventaris Arsip)
BP-7 Kabupaten Dati II Sragen (Inventaris Arsip)
Rumah Sakit Jiwa Daerah ( RSJD ) dr. Arif Zainudin Surakarta (Inventaris Arsip)
Kantor Wilayah Departemen Koperasi Provinsi Jawa Tengah (Jilid 1) (Inventaris Arsip)
Kantor Wilayah Departemen Koperasi Provinsi Jawa Tengah (Jilid 2) (Inventaris Arsip)
Kantor Wilayah Departemen Koperasi Provinsi Jawa Tengah (Jilid 3) (Inventaris Arsip)
Badan Informasi Komunikasi dan Kehumasan (BIKK) Provinsi Jawa Tengah (Daftar Arsip Foto)
Badan Informasi Komunikasi dan Kehumasan (BIKK) Provinsi Jawa Tengah (Daftar Arsip Foto)
Badan Informasi Komunikasi dan Kehumasan (BIKK) Provinsi Jawa Tengah (Daftar Arsip Foto)
Badan Informasi Komunikasi dan Kehumasan (BIKK) Provinsi Jawa Tengah (Daftar Arsip Foto)
Badan Informasi Komunikasi dan Kehumasan (BIKK) Provinsi Jawa Tengah (Daftar Arsip Foto)
Biro Humas Sekretariat Daerah Propinsi Jawa Tengah
BP 7 Kabupaten Wonosobo (Daftar Arsip Foto)
BP-7 Kabupaten Banyumas (Daftar Arsip Foto)
BP-7 Kabupaten Magelang (Daftar Arsip Foto)
BP-7 Kabupaten Tegal (Daftar Arsip Foto)
BP-7 Kodya Pekalongan (Daftar Arsip Foto)
BP-7 Kota Pekalongan Buku I (Daftar Arsip Foto)
BP-7 Kota Pekalongan Buku II (Daftar Arsip Foto)
BP-7 Kotamadya Dati II Magelang Buku I (Daftar Arsip Foto)
BP-7 Kotamadya Dati II Magelang Buku II (Daftar Arsip Foto)
BP-7 Propinsi Jawa Tengah (Daftar Arsip Foto)
Dinas Lalu Lintas Angkutan Jalan Raya Propinsi Jawa Tengah (Daftar Arsip Foto)
Gubernur Ismail (Daftar Arsip Foto)
Kantor Departemen Transmigrasi Dan PPH Kabupaten Purworejo (Daftar Arsip Foto)
Kanwil Departemen Penerangan Propinsi Jawa Tengah Indeks Pemilu 1955 (Daftar Arsip Foto)
Kanwil Departemen Penerangan Propinsi Jawa Tengah (Inventaris Arsip Foto)
Irian Barat (Daftar Arsip Foto)
Kantor Arsip Daerah Propinsi Dati I Jawa Tengah (Inventaris Arsip Foto)
Rehabilitasi Centrum Prof. Dr. Soeharso Surakarta (Inventaris Arsip Foto)
BP-7 Kabupaten Dati II Kudus (Buku 2) (Inventaris Arsip Foto)
Kantor Dapartemen Transmigrasi dan PPH Kabupaten Boyolali (Indeks Foto)
Kantor Dapartemen Transmigrasi dan PPH Kabupaten Purworejo
Kantor Dapartemen Transmigrasi dan PPH Magelang (Indeks Foto)
Kantor Perpustakaan Daerah Propinsi Jawa Tengah (Daftar Arsip Foto)
Kantor Wilayah Dapartemen Pendidikan Nasional Provinsi Jawa Tengah (Daftar Arsip Foto)
Kantor Wilayah Dapartemen Penerangan Propinsi DIY ( ada 2 Daftar Arsip Foto )
Kantor Wilayah Dapartemen Penerangan Propinsi DIY (Daftar Arsip Foto )
Kantor Wilayah Departemen Agama Propinsi Jawa Tengah (Daftar Arsip Foto)
Kantor Wilayah Departemen Agama Propinsi Jawa Tengah (Daftar Arsip Foto)
Kantor Departemen Penerangan Kabupaten Rembang (Daftar Arsip Foto)
Kantor Wilayah Departemen Penerangan Propinsi Jawa Tengah  (Daftar Arsip Foto)
Kantor Wilayah Departemen Penerangan Propinsi Jawa Tengah  (Inventaris Arsip Foto)
Kantor Wilayah Departemen Penerangan Propinsi Jawa Tengah (Daftar Arsip Foto)
Kantor Wilayah Departemen Penerangan Propinsi Jawa Tengah (Daftar Arsip Foto)
Kantor Wilayah Departemen Penerangan Propinsi Jawa Tengah (Daftar Arsip Foto)
Kantor Wilayah Departemen Penerangan Propinsi Jawa Tengah (Daftar Arsip Foto)
Kantor Wilayah Departemen Penerangan Propinsi Jawa Tengah (Daftar Arsip Foto)
Kantor Wilayah Departemen Penerangan Propinsi Jawa Tengah (Daftar Arsip Foto)
Kantor Wilayah Departemen Penerangan Propinsi Jawa Tengah (Daftar Arsip Foto)
Kanwil Departemen Penerangan Propinsi DIY (Daftar Arsip Foto)
Kantor Wilayah Departemen Penerangan Propinsi Jawa Tengah Buku I (Daftar Arsip Foto)
Kantor Wilayah Departemen Penerangan Propinsi Jawa Tengah Buku II (Daftar Arsip Foto)
Kantor Wilayah Departemen Penerangan Propinsi Jawa Tengah Buku III (Daftar Arsip Foto)
Kantor Wilayah Departemen Penerangan Propinsi Jawa Tengah Buku IV (Daftar Arsip Foto)
Kandep Transmigrasi dan PPH Kab. Purworejo (Daftar Arsip Foto)
Koleksi Bapak Moenadi Gubernur Jawa Tengah (Daftar Arsip Foto)
Koleksi Bapak Moenadi Gubernur Jawa Tengah (Daftar Arsip Foto)
Koleksi Pribadi Soepardjo Roestam (Daftar Arsip Foto)
Koleksi Puro Mangkunegaran Solo Masa Pemerintahan Mangkunegoro VII (Daftar Arsip Foto)
Masa Pemerintahan Gubernur Jawa Tengah Bapak Ismail (Daftar Arsip Foto)
Kantor Wilayah Departemen Agama Propinsi Jawa Tengah (Daftar Arsip Foto)
Pabrik Gula Jatibarang (Daftar Arsip Foto)
Peristiwa Integrasi Rakyat Timor Timur (Daftar Arsip Foto)
Kanwil. PU Pengairan Provinsi Jawa Tengah (Daftar Arsip Foto)
"""Pusat Rehabillitasi Sosial Bina Grahita (PRSBG) """"Kartini"""" Temanggung (Daftar Arsip Foto)"""
Tahanan Politik (Daftar Arsip Foto)
Kanwil Transmigrasi Dan PPH Provinsi Jawa Tengah  (Daftar Arsip Foto)
Kantor Wilayah Departemen Penerangan Propinsi DIY (Daftar Arsip Foto)
PKK Propinsi Jawa Tengah (Daftar Arsip Foto)
Daftar Arsip Kearsiktekturan Kantor Wilayah Dapartemen Perhubungan Propinsi Jawa Tengah
Daftar Arsip Kearsiktekturan Dinas Pekerjaan Umum Bina Marga Propinsi Jawa Tengah
Daftar Arsip Kearsiktekturan Dinas Pekerjaan Umum Propinsi Jawa Tengah
"Daftar Arsip Kearsiktekturan Kantor Wilayah Departemen Pariwisata, Seni dan Budaya Provinsi DIY"
Daftar Arsip Kearsiktekturan Dinas Pekerjaan Umum Cipta Karya Propinsi Jawa Tengah
Daftar Arsip Kearsiktekturan Dinas Pekerjaan Umum Bina Marga Propinsi Jawa Tengah
Daftar Arsip Kearsiktekturan Dinas Pekerjaan Umum Pengairan Propinsi Jawa Tengah
Daftar Arsip Kearsiktekturan Dinas Pemukiman dan Tata Ruang Proyek Pembangunan Masjid Agung Jawa Tengah
Foto Udara Dinas Pekerjaan Umum Cipta Karya Provinsi Jawa Tengah (Daftar Arsip)
Foto Udara Kabupaten Demak (Daftar Arsip)
Foto Udara Kecamatan Weleri Kabupaten Kendal (Daftar Arsip)
Kantor Wilayah Departemen Penerangan Provinsi Jawa Tengah (Daftar Slide)
Kantor Wilayah Departemen Penerangan Provinsi Jawa Tengah (Daftar Slide)
Badan Perencanaan dan Pembangunan Daerah (BAPPEDA) Daerah Tingkat I Provinsi Jawa Tengah
Transkrip Wawancara Dengan Bapak Drs. Soeparto (Mantan Wakil Gubernur Propinsi Jawa Tengah 1985-1990)
Transkrip  Wawancara Kesenian Tradisional Jawa Tengah
Transkrip Wawancara Dengan Bapak Mardijo (Mantan Ketua DPRD Propinsi Jawa Tengah 1999-2014)
Daftar Arsip Rekaman Suara TMII (Anjungan Jawa Tengah)
"Transkrip Wawancara Dengan Bapak Drs. Dadi Mulyono M,Si Mantan Guru SMA Negeri 06 Surakarta (Guru Bapak Joko Widodo Presiden RI)"
Transkrip Wawancara Dengan Bapak Michael Cipta Martojo Pelaku Sejarah Pertempuran Palagan Ambarawa
Transkrip Wawancara Dengan Ibu Kardinah Soepardjo Roestam (Istri Gubernur Jawa Tengah Periode Tahun 1983-1988) Mengenai Sejarah Berdirinya PKK di Jawa Tengah
Transkrip Wawancara Dengan Ibu Nurhayati Sri Hardini Siti Nukatin ( NH Dini) (Penulis Sastra)
Transkrip Wawancara Dengan Yongkie Tio Budayawan Dan Penulis Sejarah Kota Semarang
"Transkrip Wawancara Dengan H. Ahmad Karmani, SH Pengurus Wilayah Nahdlatul Ulama (PWNU) Jawa Tengah"
Transkrip Wawancara Dengan Soetomo Saksi Sejarah Pertempuran Lima Hari di Semarang
"Transkrip Wawancara DenganH. Abdul Wahab Jaelaini,H Saksi Sejarah Pertempuran Lima Hari di Semarang"
Transkrip Wawancara Dengan Iskandar Jayusman Toko Pejuang Pada Masa Kemerdekaan
Guide Khasanah Arsip Tekstual Arsip Nasional Wilayah Propinsi Jawa Tengah Periode Akuisisi 1993-1998
Guide Khasanah Arsip Tekstual Badan Arsip Daerah Provinsi Jawa Tengah
Guide Khasanah Arsip Lembaga Pemerintah Provinsi Jawa Tengah
kGuide Khasanah ArsipTematik Pabrik Gula di Jawa Tengah Kurun Waktu 1948 - 1999
Guide Khasanah ArsipTematik Perkembangan Transmigrasi di Jawa Tengah Tahun 1950 - 1999
Kantor Wilayah Departemen Penerangan Provinsi Jawa Tengah (Daftar Slide)
Kantor Wilayah Departemen Penerangan Provinsi Jawa Tengah (Daftar Slide)
Badan Perencanaan dan Pembangunan Daerah (BAPPEDA) Daerah Tingkat I Provinsi Jawa Tengah (Daftar Arsip Kartografi
